"fecha";"Run Fondo";"serie";"1M";"3M";"6M";"1Y";"ytd"
2023-07-18;"8987";APV1;-4.81%;-17.88%;-26.26%;-34.79%;-30.03%
2023-07-19;"8987";APV1;-5.20%;-18.16%;-27.52%;-31.47%;-30.31%
2023-07-20;"8987";APV1;-4.08%;-17.82%;-23.33%;-29.40%;-29.08%
2023-07-21;"8987";APV1;-4.03%;-17.56%;-23.30%;-27.78%;-29.04%
2023-07-22;"8987";APV1;-4.02%;-17.56%;-23.29%;-29.34%;-29.03%
2023-07-23;"8987";APV1;-5.43%;-17.56%;-23.29%;-29.35%;-29.03%
2023-07-24;"8987";APV1;-5.44%;-17.56%;-23.37%;-29.35%;-29.03%
2023-07-25;"8987";APV1;-6.01%;-20.55%;-23.99%;-29.77%;-29.46%
2023-07-26;"8987";APV1;-5.94%;-20.75%;-22.09%;-31.63%;-29.41%
2023-07-27;"8987";APV1;-4.99%;-16.47%;-20.72%;-26.96%;-28.69%
2023-07-28;"8987";APV1;-7.21%;-17.19%;-22.60%;-27.17%;-30.38%
2023-07-29;"8987";APV1;-6.58%;-17.19%;-22.59%;-24.85%;-30.37%
2023-07-30;"8987";APV1;-4.11%;-17.19%;-22.59%;-24.86%;-30.37%
2023-07-31;"8987";APV1;-4.11%;-17.19%;-20.37%;-24.86%;-30.37%
2023-01-31;"8205";B-APV;-0.63%;"12.01%";"14.73%";"3.10%";-0.61%
2023-02-01;"8205";B-APV;"0.22%";"12.96%";"15.70%";"5.83%";"0.23%"
2023-02-02;"8205";B-APV;-0.68%;"11.95%";"14.59%";"7.67%";-0.67%
2023-02-03;"8205";B-APV;-1.19%;"10.74%";"19.83%";"6.80%";-1.18%
2023-02-04;"8205";B-APV;"0.95%";"9.29%";"19.39%";"8.82%";-1.17%
2023-02-05;"8205";B-APV;-0.60%;"9.27%";"22.10%";"8.80%";-1.17%
2023-02-06;"8205";B-APV;"0.09%";"9.27%";"22.09%";"8.80%";-1.17%
2023-02-07;"8205";B-APV;"0.14%";"9.34%";"22.16%";"8.87%";-1.10%
2023-02-08;"8205";B-APV;"2.19%";"10.46%";"24.67%";"10.68%";"0.92%"
2023-02-09;"8205";B-APV;"3.05%";"7.25%";"22.32%";"13.89%";"1.77%"
2023-02-10;"8205";B-APV;"2.50%";"14.09%";"23.64%";"7.75%";"1.50%"
2023-02-11;"8205";B-APV;"2.84%";"16.35%";"22.98%";"5.24%";"1.52%"
2023-02-12;"8205";B-APV;"2.97%";"16.34%";"25.34%";"5.22%";"1.52%"
2023-02-13;"8205";B-APV;"4.37%";"16.34%";"25.33%";"5.22%";"1.52%"
2023-02-14;"8205";B-APV;"5.04%";"17.10%";"26.15%";"5.92%";"2.18%"
2023-02-15;"8205";B-APV;"3.72%";"15.30%";"24.56%";"4.71%";"0.89%"
2023-02-16;"8205";B-APV;"5.30%";"16.44%";"26.46%";"5.40%";"2.43%"
2023-02-17;"8205";B-APV;"7.12%";"23.30%";"31.19%";"4.38%";"4.41%"
2023-02-18;"8205";B-APV;"2.76%";"27.05%";"38.29%";"1.31%";"4.42%"
2023-02-19;"8205";B-APV;"4.23%";"27.03%";"42.31%";"1.30%";"4.42%"
2023-02-20;"8205";B-APV;"5.04%";"27.03%";"42.29%";"1.30%";"4.42%"
2023-02-21;"8205";B-APV;"6.84%";"29.23%";"44.76%";"3.06%";"6.23%"
2023-02-22;"8205";B-APV;"7.08%";"28.46%";"45.08%";"0.91%";"6.47%"
2023-02-23;"8205";B-APV;"5.35%";"25.78%";"36.12%";-5.38%;"4.75%"
2023-02-24;"8205";B-APV;"1.39%";"20.67%";"30.94%";-3.18%;"3.05%"
2023-02-25;"8205";B-APV;"0.45%";"21.62%";"32.78%";"1.49%";"3.07%"
2023-02-26;"8205";B-APV;"2.60%";"21.60%";"24.14%";"1.48%";"3.07%"
2023-04-26;"8113";B;"9.24%";"19.08%";"38.39%";"26.87%";"19.07%"
2023-02-27;"8205";B-APV;"3.64%";"21.60%";"24.12%";"1.48%";"3.07%"
2023-02-28;"8205";B-APV;"4.48%";"22.61%";"25.15%";"2.32%";"3.93%"
2023-03-01;"8205";B-APV;"8.23%";"26.00%";"27.96%";"6.37%";"8.48%"
2023-03-02;"8205";B-APV;"8.85%";"23.42%";"22.70%";"9.46%";"8.12%"
2023-03-03;"8205";B-APV;"8.20%";"22.04%";"21.32%";"6.05%";"6.92%"
2023-03-04;"8205";B-APV;"8.20%";"22.05%";"21.34%";"6.29%";"6.94%"
2023-03-05;"8205";B-APV;"8.20%";"22.05%";"21.34%";"6.27%";"6.94%"
2023-03-06;"8205";B-APV;"8.20%";"17.82%";"26.20%";"6.27%";"6.94%"
2023-03-07;"8205";B-APV;"12.32%";"19.63%";"34.26%";"10.39%";"11.08%"
2023-03-08;"8205";B-APV;"9.46%";"18.95%";"34.80%";"7.50%";"10.46%"
2023-03-09;"8205";B-APV;"11.96%";"22.70%";"44.93%";"12.14%";"13.95%"
2023-03-10;"8205";B-APV;"17.84%";"28.77%";"52.11%";"18.96%";"19.61%"
2023-03-11;"8205";B-APV;"17.84%";"28.79%";"52.13%";"16.22%";"19.62%"
2023-03-12;"8205";B-APV;"17.84%";"28.79%";"52.13%";"16.20%";"19.62%"
2023-03-13;"8205";B-APV;"17.84%";"32.43%";"44.82%";"16.20%";"19.62%"
2023-03-14;"8205";B-APV;"14.32%";"28.89%";"42.44%";"13.48%";"16.82%"
2023-03-15;"8205";B-APV;"12.87%";"22.97%";"38.43%";"14.41%";"13.88%"
2023-03-16;"8205";B-APV;"5.67%";"16.95%";"31.56%";"9.74%";"8.24%"
2023-03-17;"8205";B-APV;"3.88%";"17.16%";"31.82%";"12.08%";"8.46%"
2023-03-18;"8205";B-APV;"3.88%";"17.18%";"31.84%";"15.67%";"8.47%"
2023-03-19;"8205";B-APV;"3.88%";"17.18%";"31.84%";"15.66%";"8.47%"
2023-03-20;"8205";B-APV;"3.88%";"17.11%";"31.84%";"15.66%";"8.47%"
2023-03-21;"8205";B-APV;"0.82%";"15.93%";"30.42%";"14.20%";"7.10%"
2023-03-22;"8205";B-APV;"3.33%";"13.19%";"30.83%";"18.17%";"10.01%"
2023-03-23;"8205";B-APV;"8.51%";"19.72%";"36.71%";"20.28%";"13.67%"
2023-03-24;"8205";B-APV;"9.01%";"18.30%";"35.09%";"18.77%";"12.33%"
2023-03-25;"8205";B-APV;"9.01%";"18.31%";"35.11%";"19.43%";"12.35%"
2023-03-26;"8205";B-APV;"9.01%";"18.31%";"35.11%";"19.41%";"12.35%"
2023-03-27;"8205";B-APV;"9.01%";"17.16%";"33.25%";"19.41%";"12.35%"
2023-03-28;"8205";B-APV;"10.52%";"12.78%";"36.41%";"22.08%";"14.86%"
2023-03-29;"8205";B-APV;"9.74%";"15.36%";"29.74%";"23.89%";"14.04%"
2023-03-30;"8205";B-APV;"8.94%";"13.22%";"24.80%";"25.46%";"13.22%"
2023-03-31;"8205";B-APV;"6.36%";"10.52%";"21.85%";"19.48%";"10.54%"
2023-04-01;"8205";B-APV;"1.91%";"10.54%";"21.85%";"17.53%";"10.56%"
2023-04-02;"8205";B-APV;"2.25%";"10.54%";"21.85%";"17.52%";"10.56%"
2023-04-03;"8205";B-APV;"3.40%";"10.54%";"21.85%";"17.52%";"10.56%"
2023-04-04;"8205";B-APV;"1.75%";"11.14%";"21.79%";"15.66%";"8.81%"
2023-04-05;"8205";B-APV;"2.97%";"10.74%";"25.51%";"16.85%";"10.11%"
2023-04-06;"8205";B-APV;"1.84%";"10.29%";"23.36%";"15.66%";"8.91%"
2023-04-07;"8205";B-APV;-1.95%;"10.29%";"17.61%";"20.48%";"8.92%"
2023-04-08;"8205";B-APV;-1.40%;"10.29%";"17.59%";"22.09%";"8.92%"
2023-04-09;"8205";B-APV;-4.41%;"10.29%";"17.59%";"22.07%";"8.92%"
2023-04-10;"8205";B-APV;-8.93%;"10.00%";"17.59%";"22.07%";"8.92%"
2023-04-11;"8205";B-APV;-7.41%;"12.21%";"19.58%";"24.14%";"10.76%"
2023-04-12;"8205";B-APV;-4.88%;"15.42%";"22.26%";"23.02%";"13.79%"
2023-04-13;"8205";B-APV;-4.69%;"17.22%";"28.49%";"23.73%";"14.01%"
2023-04-14;"8205";B-APV;-3.23%;"16.21%";"27.79%";"24.69%";"13.05%"
2023-04-15;"8205";B-APV;-0.71%;"16.23%";"27.79%";"24.69%";"13.07%"
2023-04-16;"8205";B-APV;"4.46%";"16.23%";"27.79%";"24.69%";"13.07%"
2023-04-17;"8205";B-APV;"4.25%";"16.00%";"27.79%";"24.69%";"13.07%"
2023-04-18;"8205";B-APV;"5.38%";"12.49%";"34.11%";"26.06%";"14.31%"
2023-04-19;"8205";B-APV;"5.19%";"13.89%";"33.32%";"28.44%";"14.10%"
2023-04-20;"8205";B-APV;"7.38%";"17.16%";"33.12%";"31.23%";"16.47%"
2023-04-21;"8205";B-APV;"7.77%";"16.08%";"37.05%";"28.63%";"15.42%"
2023-04-22;"8205";B-APV;"4.93%";"16.10%";"37.05%";"26.11%";"15.44%"
2023-04-23;"8205";B-APV;"1.56%";"16.10%";"37.05%";"26.09%";"15.44%"
2023-04-24;"8205";B-APV;"2.76%";"13.57%";"37.05%";"26.09%";"15.44%"
2023-04-25;"8205";B-APV;"5.91%";"15.97%";"41.99%";"29.97%";"18.99%"
2023-04-26;"8205";B-APV;"9.36%";"22.30%";"40.57%";"29.15%";"22.86%"
2023-04-27;"8205";B-APV;"7.36%";"21.29%";"34.76%";"26.03%";"20.62%"
2023-04-28;"8205";B-APV;"2.62%";"18.50%";"32.86%";"30.03%";"17.87%"
2023-04-29;"8205";B-APV;"3.37%";"18.52%";"32.86%";"23.43%";"17.89%"
2023-04-30;"8205";B-APV;"4.13%";"18.52%";"32.86%";"23.41%";"17.89%"
2023-05-01;"8205";B-APV;"6.63%";"17.62%";"32.86%";"23.41%";"17.89%"
2023-05-02;"8205";B-APV;"6.63%";"18.68%";"32.86%";"23.41%";"17.89%"
2023-05-03;"8205";B-APV;"8.62%";"21.52%";"34.58%";"24.22%";"20.09%"
2023-05-04;"8205";B-APV;"14.05%";"25.56%";"37.22%";"35.10%";"24.10%"
2023-05-05;"8205";B-APV;"11.00%";"23.66%";"35.13%";"28.60%";"22.22%"
2023-05-06;"8205";B-APV;"12.24%";"23.68%";"35.15%";"22.43%";"22.24%"
2023-05-07;"8205";B-APV;"12.23%";"23.60%";"35.15%";"22.42%";"22.24%"
2023-05-08;"8205";B-APV;"12.23%";"21.12%";"33.80%";"22.42%";"22.24%"
2023-05-09;"8205";B-APV;"13.21%";"21.17%";"29.95%";"23.49%";"23.31%"
2023-05-10;"8205";B-APV;"13.62%";"21.93%";"39.10%";"23.72%";"23.76%"
2023-05-11;"8205";B-APV;"9.80%";"19.81%";"39.40%";"16.41%";"21.62%"
2023-05-12;"8205";B-APV;"9.57%";"22.82%";"42.88%";"19.85%";"24.68%"
2023-05-13;"8205";B-APV;"9.37%";"22.83%";"42.90%";"23.25%";"24.69%"
2023-05-14;"8205";B-APV;"10.30%";"22.03%";"42.90%";"23.23%";"24.69%"
2023-05-15;"8205";B-APV;"10.28%";"23.59%";"42.50%";"23.23%";"24.69%"
2023-05-16;"8205";B-APV;"8.20%";"19.43%";"39.07%";"20.90%";"22.34%"
2023-05-17;"8205";B-APV;"5.72%";"14.49%";"41.17%";"20.20%";"19.54%"
2023-05-18;"8205";B-APV;"2.84%";"12.58%";"43.03%";"11.40%";"17.56%"
2023-05-19;"8205";B-APV;"2.30%";"11.78%";"41.99%";"6.08%";"16.73%"
2023-05-20;"8205";B-APV;"0.23%";"11.80%";"42.01%";"4.04%";"16.74%"
2023-05-21;"8205";B-APV;"1.15%";"9.89%";"42.01%";"4.03%";"16.74%"
2023-05-22;"8205";B-APV;"1.13%";"9.65%";"40.86%";"4.03%";"16.74%"
2023-05-23;"8205";B-APV;"2.31%";"12.75%";"41.81%";"5.24%";"18.11%"
2023-05-24;"8205";B-APV;"2.86%";"15.21%";"39.02%";"5.84%";"18.73%"
2023-05-25;"8205";B-APV;-1.27%;"13.97%";"38.61%";"6.37%";"17.47%"
2023-05-26;"8205";B-APV;-5.69%;"12.42%";"36.71%";"7.58%";"15.87%"
2023-05-27;"8205";B-APV;-3.92%;"12.44%";"36.73%";"10.63%";"15.89%"
2023-05-28;"8205";B-APV;-1.68%;"11.51%";"36.73%";"10.62%";"15.89%"
2023-05-29;"8205";B-APV;-1.70%;"11.51%";"32.38%";"10.62%";"15.89%"
2023-05-30;"8205";B-APV;-2.56%;"10.53%";"32.96%";"9.65%";"14.87%"
2023-05-31;"8205";B-APV;-3.26%;"9.74%";"32.00%";"5.99%";"14.04%"
2023-06-01;"8205";B-APV;-2.78%;"5.65%";"33.11%";"6.93%";"14.61%"
2023-06-02;"8205";B-APV;-4.17%;"4.48%";"28.95%";"4.66%";"12.97%"
2023-06-03;"8205";B-APV;-5.92%;"5.67%";"28.95%";"2.37%";"12.98%"
2023-06-04;"8205";B-APV;-8.96%;"5.65%";"28.95%";"2.36%";"12.98%"
2023-06-05;"8205";B-APV;-7.56%;"5.65%";"28.95%";"2.36%";"12.98%"
2023-06-06;"8205";B-APV;-8.10%;"5.05%";"23.77%";"1.77%";"12.34%"
2023-06-07;"8205";B-APV;-6.83%;"2.52%";"22.65%";"7.49%";"13.89%"
2023-06-08;"8205";B-APV;-6.22%;"3.78%";"23.45%";"4.06%";"14.64%"
2023-06-09;"8205";B-APV;-6.94%;"0.71%";"23.57%";"2.02%";"14.75%"
2023-06-10;"8205";B-APV;-7.26%;-4.05%;"23.57%";-1.92%;"14.77%"
2023-06-11;"8205";B-APV;-5.64%;-4.06%;"23.57%";-1.93%;"14.77%"
2023-06-12;"8205";B-APV;-7.95%;-4.06%;"23.57%";-1.93%;"14.77%"
2023-06-13;"8205";B-APV;-9.03%;-5.17%;"25.58%";-3.08%;"13.43%"
2023-06-14;"8205";B-APV;-8.43%;-2.25%;"25.98%";-3.43%;"14.19%"
2023-06-15;"8205";B-APV;-9.31%;-0.70%;"22.11%";-2.27%;"13.08%"
2023-06-16;"8205";B-APV;-7.07%;"5.03%";"22.82%";-6.23%;"13.68%"
2023-06-17;"8205";B-APV;-4.89%;"4.83%";"22.82%";-5.19%;"13.70%"
2023-06-18;"8205";B-APV;-3.28%;"4.82%";"22.82%";-5.21%;"13.70%"
2023-06-19;"8205";B-APV;-2.59%;"4.82%";"22.82%";-5.21%;"13.70%"
2023-06-20;"8205";B-APV;-2.89%;"4.51%";"22.39%";-5.48%;"13.37%"
2023-06-21;"8205";B-APV;-2.88%;"5.87%";"22.73%";-5.48%;"13.38%"
2023-06-22;"8205";B-APV;-2.88%;"3.07%";"16.67%";-5.48%;"13.38%"
2023-06-23;"8205";B-APV;-3.72%;"0.05%";"19.77%";-1.95%;"13.72%"
2023-06-24;"8205";B-APV;-4.21%;"1.25%";"19.77%";"7.29%";"13.73%"
2023-06-25;"8205";B-APV;-3.18%;"1.23%";"19.77%";"7.28%";"13.73%"
2023-06-26;"8205";B-APV;-1.84%;"1.23%";"19.77%";"7.28%";"13.73%"
2023-06-27;"8205";B-APV;-1.86%;"1.23%";"18.60%";"7.28%";"13.73%"
2023-06-28;"8205";B-APV;-2.50%;-1.63%;"10.94%";"6.58%";"12.99%"
2023-06-29;"8205";B-APV;-3.51%;-1.95%;"13.10%";"6.13%";"11.82%"
2023-06-30;"8205";B-APV;-4.29%;-2.89%;"9.95%";"4.99%";"9.95%"
2023-07-01;"8205";B-APV;-4.06%;-0.54%;"9.95%";"7.82%";"9.96%"
2023-07-02;"8205";B-APV;-2.66%;-0.54%;"9.95%";"7.80%";"9.96%"
2023-07-03;"8205";B-APV;-2.67%;-0.54%;"9.95%";"7.80%";"9.96%"
2023-07-04;"8205";B-APV;-1.87%;"1.90%";"13.25%";"8.69%";"10.87%"
2023-07-05;"8205";B-APV;-1.85%;"0.71%";"11.53%";"13.60%";"10.89%"
2023-07-06;"8205";B-APV;-1.51%;"1.59%";"12.04%";"21.24%";"10.63%"
2023-07-07;"8205";B-APV;-2.90%;"1.53%";"11.98%";"21.40%";"10.59%"
2023-07-08;"8205";B-APV;-3.52%;"1.55%";"11.99%";"23.04%";"10.60%"
2023-07-09;"8205";B-APV;-3.61%;"1.55%";"11.99%";"23.02%";"10.60%"
2023-07-10;"8205";B-APV;-3.63%;"1.55%";"11.70%";"23.02%";"10.60%"
2023-07-11;"8205";B-APV;-6.18%;-2.79%;"9.08%";"19.76%";"7.67%"
2023-07-12;"8205";B-APV;-6.90%;-6.09%;"8.38%";"21.50%";"6.85%"
2023-07-13;"8205";B-APV;-6.54%;-7.01%;"9.00%";"18.99%";"6.02%"
2023-07-14;"8205";B-APV;-8.61%;-7.69%;"7.28%";"23.02%";"4.36%"
2023-07-15;"8205";B-APV;-7.70%;-7.69%;"7.29%";"14.60%";"4.37%"
2023-07-16;"8205";B-APV;-8.19%;-7.69%;"7.29%";"14.58%";"4.37%"
2023-07-17;"8205";B-APV;-8.20%;-7.69%;"7.08%";"14.58%";"4.37%"
2023-07-18;"8205";B-APV;-8.44%;-8.93%;"2.45%";"14.29%";"4.10%"
2023-07-19;"8205";B-APV;-8.67%;-8.99%;"3.65%";"15.53%";"3.85%"
2023-07-20;"8205";B-APV;-6.43%;-8.92%;"6.71%";"17.91%";"6.08%"
2023-07-21;"8205";B-APV;-9.28%;-10.88%;"3.46%";"18.72%";"2.87%"
2023-07-22;"8205";B-APV;-9.26%;-10.88%;"3.47%";"18.82%";"2.88%"
2023-07-23;"8205";B-APV;-9.53%;-10.88%;"3.47%";"18.80%";"2.88%"
2023-07-24;"8205";B-APV;-9.54%;-10.88%;"1.21%";"18.80%";"2.88%"
2023-07-25;"8205";B-APV;-10.49%;-14.44%;-0.78%;"17.56%";"1.81%"
2023-07-26;"8205";B-APV;-9.89%;-16.58%;"2.02%";"10.96%";"2.49%"
2023-07-27;"8205";B-APV;-9.54%;-14.70%;"3.46%";"15.14%";"2.89%"
2023-07-28;"8205";B-APV;-10.05%;-13.77%;"2.19%";"15.03%";"1.64%"
2023-07-29;"8205";B-APV;-9.09%;-13.77%;"2.20%";"17.36%";"1.65%"
2023-07-30;"8205";B-APV;-7.54%;-13.77%;"2.20%";"17.34%";"1.65%"
2023-07-31;"8205";B-APV;-7.54%;-13.77%;"2.28%";"17.34%";"1.65%"
2023-01-31;"8458";W-APV;-4.05%;"5.70%";"9.40%";-7.84%;-4.05%
2023-02-01;"8458";W-APV;-3.06%;"6.79%";"10.52%";-5.51%;-3.06%
2023-02-02;"8458";W-APV;-3.60%;"6.20%";"9.51%";-3.46%;-3.60%
2023-02-03;"8458";W-APV;-3.52%;"6.25%";"15.65%";-4.81%;-3.52%
2023-02-04;"8458";W-APV;-1.16%;"5.13%";"14.61%";-2.49%;-3.52%
2023-02-05;"8458";W-APV;-3.06%;"5.13%";"16.90%";-2.49%;-3.52%
2023-02-06;"8458";W-APV;-1.08%;"5.13%";"16.90%";-2.49%;-3.52%
2023-02-07;"8458";W-APV;-1.99%;"4.17%";"15.83%";-3.38%;-4.41%
2023-02-08;"8458";W-APV;"1.40%";"6.31%";"19.83%";"0.91%";-1.10%
2023-02-09;"8458";W-APV;"2.16%";"2.09%";"18.03%";"3.75%";-0.36%
2023-02-10;"8458";W-APV;"1.23%";"9.32%";"18.60%";-4.14%;-1.56%
2023-02-11;"8458";W-APV;"1.81%";"10.05%";"17.02%";-7.09%;-1.56%
2023-02-12;"8458";W-APV;"1.86%";"10.05%";"20.85%";-7.09%;-1.56%
2023-02-13;"8458";W-APV;"3.14%";"10.05%";"20.85%";-7.09%;-1.56%
2023-02-14;"8458";W-APV;"4.31%";"11.30%";"22.21%";-6.04%;-0.45%
2023-02-15;"8458";W-APV;"2.73%";"9.16%";"20.36%";-6.58%;-1.96%
2023-02-16;"8458";W-APV;"4.89%";"11.00%";"22.89%";-5.15%;"0.11%"
2023-02-17;"8458";W-APV;"5.87%";"17.99%";"26.59%";-7.75%;"1.53%"
2023-02-18;"8458";W-APV;"0.66%";"21.34%";"33.82%";-10.60%;"1.53%"
2023-02-19;"8458";W-APV;"2.94%";"21.34%";"38.16%";-10.60%;"1.53%"
2023-02-20;"8458";W-APV;"4.68%";"21.34%";"38.16%";-10.60%;"1.53%"
2023-02-21;"8458";W-APV;"7.27%";"24.34%";"41.58%";-8.39%;"4.05%"
2023-02-22;"8458";W-APV;"7.06%";"24.26%";"41.31%";-11.32%;"3.84%"
2023-02-23;"8458";W-APV;"5.06%";"20.83%";"32.65%";-17.67%;"1.91%"
2023-02-24;"8458";W-APV;"0.80%";"15.64%";"28.03%";-13.28%;"0.17%"
2023-02-25;"8458";W-APV;"0.39%";"16.55%";"29.89%";-9.29%;"0.17%"
2023-02-26;"8458";W-APV;"2.37%";"16.55%";"19.12%";-9.29%;"0.17%"
2023-02-27;"8458";W-APV;"3.16%";"16.55%";"19.12%";-9.29%;"0.17%"
2023-02-28;"8458";W-APV;"4.10%";"17.60%";"20.20%";-8.47%;"1.08%"
2023-03-01;"8458";W-APV;"9.07%";"21.69%";"23.14%";-5.83%;"5.73%"
2023-03-02;"8458";W-APV;"8.48%";"18.90%";"16.49%";-2.90%;"4.58%"
2023-03-03;"8458";W-APV;"6.37%";"16.69%";"14.32%";-7.06%;"2.63%"
2023-03-04;"8458";W-APV;"6.37%";"16.69%";"14.32%";-7.75%;"2.63%"
2023-03-05;"8458";W-APV;"6.37%";"16.69%";"14.32%";-7.75%;"2.63%"
2023-03-06;"8458";W-APV;"6.37%";"12.81%";"19.36%";-7.75%;"2.63%"
2023-03-07;"8458";W-APV;"12.05%";"15.55%";"28.21%";-3.72%;"7.12%"
2023-03-08;"8458";W-APV;"6.95%";"14.10%";"27.14%";-6.09%;"5.77%"
2023-03-09;"8458";W-APV;"10.30%";"18.56%";"37.61%";"0.35%";"9.91%"
2023-03-10;"8458";W-APV;"16.12%";"23.32%";"43.12%";"4.72%";"14.31%"
2023-03-11;"8458";W-APV;"16.12%";"23.32%";"43.12%";"1.30%";"14.31%"
2023-03-12;"8458";W-APV;"16.12%";"23.32%";"43.12%";"1.30%";"14.31%"
2023-03-13;"8458";W-APV;"16.12%";"24.93%";"34.68%";"1.30%";"14.31%"
2023-03-14;"8458";W-APV;"11.74%";"21.55%";"33.67%";-1.42%;"11.24%"
2023-03-15;"8458";W-APV;"10.62%";"15.58%";"29.32%";"1.06%";"8.46%"
2023-03-16;"8458";W-APV;"2.63%";"9.53%";"22.50%";-2.60%;"2.74%"
2023-03-17;"8458";W-APV;"1.93%";"10.32%";"23.39%";-0.22%;"3.49%"
2023-03-18;"8458";W-APV;"1.93%";"10.32%";"23.39%";"3.17%";"3.49%"
2023-03-19;"8458";W-APV;"1.93%";"10.32%";"23.39%";"3.17%";"3.49%"
2023-03-20;"8458";W-APV;"1.93%";"10.78%";"23.39%";"3.17%";"3.49%"
2023-03-21;"8458";W-APV;-2.01%;"10.00%";"20.52%";"1.65%";"1.96%"
2023-03-22;"8458";W-APV;"1.80%";"7.85%";"23.55%";"6.19%";"5.71%"
2023-03-23;"8458";W-APV;"6.34%";"14.30%";"28.16%";"6.92%";"8.36%"
2023-03-24;"8458";W-APV;"5.94%";"11.94%";"25.52%";"5.82%";"6.12%"
2023-03-25;"8458";W-APV;"5.94%";"11.94%";"25.52%";"6.07%";"6.12%"
2023-03-26;"8458";W-APV;"5.94%";"11.94%";"25.52%";"6.07%";"6.12%"
2023-03-27;"8458";W-APV;"5.94%";"10.42%";"23.98%";"6.07%";"6.12%"
2023-03-28;"8458";W-APV;"7.19%";"5.16%";"28.09%";"8.30%";"8.35%"
2023-03-29;"8458";W-APV;"6.09%";"8.66%";"20.63%";"9.76%";"7.24%"
2023-03-30;"8458";W-APV;"5.47%";"6.61%";"15.53%";"11.03%";"6.61%"
2023-03-31;"8458";W-APV;"2.35%";"3.46%";"12.11%";"4.67%";"3.46%"
2023-04-01;"8458";W-APV;-2.15%;"3.46%";"12.11%";"3.57%";"3.46%"
2023-04-02;"8458";W-APV;-1.07%;"3.46%";"12.11%";"3.57%";"3.46%"
2023-04-03;"8458";W-APV;"0.81%";"3.46%";"12.11%";"3.57%";"3.46%"
2023-04-04;"8458";W-APV;-0.44%;"4.68%";"12.13%";"2.30%";"2.18%"
2023-04-05;"8458";W-APV;"0.34%";"3.47%";"15.02%";"2.16%";"2.98%"
2023-04-06;"8458";W-APV;-1.33%;"3.83%";"11.77%";"0.96%";"1.27%"
2023-04-07;"8458";W-APV;-5.46%;"3.83%";"5.83%";"4.62%";"1.27%"
2023-04-08;"8458";W-APV;-4.26%;"3.83%";"5.83%";"6.04%";"1.27%"
2023-04-09;"8458";W-APV;-7.86%;"3.83%";"5.83%";"6.04%";"1.27%"
2023-04-10;"8458";W-APV;-11.41%;"4.14%";"5.83%";"6.04%";"1.27%"
2023-04-11;"8458";W-APV;-9.46%;"7.05%";"8.16%";"8.37%";"3.50%"
2023-04-12;"8458";W-APV;-6.63%;"10.43%";"10.71%";"7.65%";"6.73%"
2023-04-13;"8458";W-APV;-7.34%;"10.98%";"18.23%";"8.29%";"5.92%"
2023-04-14;"8458";W-APV;-4.71%;"11.07%";"14.90%";"9.09%";"6.01%"
2023-04-15;"8458";W-APV;-2.26%;"11.07%";"14.90%";"9.09%";"6.01%"
2023-04-16;"8458";W-APV;"3.18%";"11.07%";"14.90%";"9.09%";"6.01%"
2023-04-17;"8458";W-APV;"2.43%";"10.53%";"14.90%";"9.09%";"6.01%"
2023-04-18;"8458";W-APV;"3.84%";"6.54%";"20.13%";"10.59%";"7.46%"
2023-04-19;"8458";W-APV;"3.49%";"8.58%";"19.64%";"13.55%";"7.10%"
2023-04-20;"8458";W-APV;"6.02%";"13.12%";"19.30%";"16.03%";"9.72%"
2023-04-21;"8458";W-APV;"6.32%";"11.76%";"24.57%";"11.66%";"8.40%"
2023-04-22;"8458";W-APV;"2.54%";"11.76%";"24.57%";"9.91%";"8.40%"
2023-04-23;"8458";W-APV;"0.03%";"11.76%";"24.57%";"9.91%";"8.40%"
2023-04-24;"8458";W-APV;"2.14%";"9.08%";"24.57%";"9.91%";"8.40%"
2023-04-25;"8458";W-APV;"5.52%";"12.22%";"29.60%";"13.54%";"11.98%"
2023-04-26;"8458";W-APV;"8.86%";"18.06%";"27.58%";"10.14%";"15.52%"
2023-04-27;"8458";W-APV;"6.08%";"15.93%";"20.99%";"7.84%";"12.57%"
2023-04-28;"8458";W-APV;"1.56%";"13.32%";"21.22%";"12.76%";"10.03%"
2023-04-29;"8458";W-APV;"2.60%";"13.32%";"21.22%";"3.83%";"10.03%"
2023-04-30;"8458";W-APV;"3.21%";"13.32%";"21.22%";"3.83%";"10.03%"
2023-05-01;"8458";W-APV;"6.35%";"13.51%";"21.22%";"3.83%";"10.03%"
2023-05-02;"8458";W-APV;"6.35%";"14.14%";"21.22%";"3.83%";"10.03%"
2023-05-03;"8458";W-APV;"8.27%";"16.10%";"23.36%";"5.69%";"12.02%"
2023-05-04;"8458";W-APV;"13.11%";"19.80%";"25.95%";"16.11%";"15.58%"
2023-05-05;"8458";W-APV;"9.75%";"17.14%";"23.15%";"6.95%";"13.02%"
2023-05-06;"8458";W-APV;"11.60%";"17.14%";"23.15%";"4.16%";"13.02%"
2023-05-07;"8458";W-APV;"11.60%";"18.23%";"23.15%";"4.16%";"13.02%"
2023-05-08;"8458";W-APV;"11.60%";"14.28%";"21.48%";"4.16%";"13.02%"
2023-05-09;"8458";W-APV;"12.77%";"14.62%";"17.02%";"5.26%";"14.21%"
2023-05-10;"8458";W-APV;"13.21%";"16.47%";"27.32%";"6.05%";"14.65%"
2023-05-11;"8458";W-APV;"8.96%";"14.57%";"26.09%";-0.29%;"12.78%"
